OrderID ,OrderDate,ShipDate,ProductID, CustomerID,RegionID,SalesRepID,Quantity ,UnitPrice,Discount,Revenue,Profit,Target,Forecast
00544,29-09-2024,06-10-2024,P006,C006,R010,S009,34,250,0.05,8075,2422.5,8882.5,8478.75
00545,29-09-2024,06-10-2024,P003,C003,R006,S004,43,500,0.05,20425,6127.5,22467.5,21446.25
00546,30-09-2024,07-10-2024,P008,C004,R005,S005,96,500,0.05,45600,13680,50160,47880
00547,30-09-2024,07-10-2024,P003,C010,R010,S010,68,1200,0.1,73440,22032,80784,77112
00548,01-10-2024,08-10-2024,P009,C005,R005,S004,48,500,0.05,22800,6840,25080,23940
00549,01-10-2024,08-10-2024,P006,C001,R006,S005,29,500,0.1,13050,3915,14355,13702.5
00550,02-10-2024,09-10-2024,P005,C010,R010,S007,20,500,0.05,9500,2850,10450,9975
00551,02-10-2024,09-10-2024,P002,C005,R006,S010,14,1200,0.1,15120,4536,16632,15876
00552,03-10-2024,10-10-2024,P007,C002,R009,S009,13,250,0.1,2925,877.5,3217.5,3071.25
00553,03-10-2024,10-10-2024,P007,C005,R006,S005,90,250,0.05,21375,6412.5,23512.5,22443.75
00554,04-10-2024,11-10-2024,P003,C002,R003,S003,43,500,0.1,19350,5805,21285,20317.5
00555,04-10-2024,11-10-2024,P009,C002,R009,S007,83,4500,0.15,317475,95242.5,349222.5,333348.75
00556,05-10-2024,12-10-2024,P002,C007,R008,S010,30,250,0.05,7125,2137.5,7837.5,7481.25
00557,05-10-2024,12-10-2024,P008,C001,R010,S001,64,250,0.15,13600,4080,14960,14280
00558,06-10-2024,13-10-2024,P004,C004,R003,S006,27,250,0.1,6075,1822.5,6682.5,6378.75
00559,06-10-2024,13-10-2024,P003,C004,R001,S003,63,3200,0.1,181440,54432,199584,190512
00560,07-10-2024,14-10-2024,P001,C009,R004,S001,8,1200,0,9600,2880,10560,10080
00561,07-10-2024,14-10-2024,P009,C007,R004,S005,83,250,0.15,17637.5,5291.25,19401.25,18519.375
00562,08-10-2024,15-10-2024,P004,C007,R002,S005,73,250,0.15,15512.5,4653.75,17063.75,16288.125
00563,08-10-2024,15-10-2024,P008,C010,R003,S007,28,4500,0.15,107100,32130,117810,112455
00564,09-10-2024,16-10-2024,P006,C010,R009,S010,45,3200,0.15,122400,36720,134640,128520
00565,09-10-2024,16-10-2024,P004,C001,R002,S006,9,1200,0.1,9720,2916,10692,10206
00566,10-10-2024,17-10-2024,P010,C005,R008,S007,60,3200,0.15,163200,48960,179520,171360
00567,10-10-2024,17-10-2024,P009,C004,R006,S007,60,500,0.1,27000,8100,29700,28350
00568,11-10-2024,18-10-2024,P006,C006,R008,S005,93,1200,0.1,100440,30132,110484,105462
00569,11-10-2024,18-10-2024,P010,C006,R009,S004,53,1200,0,63600,19080,69960,66780
00570,12-10-2024,19-10-2024,P002,C004,R009,S005,8,3200,0.05,24320,7296,26752,25536
00571,12-10-2024,19-10-2024,P007,C002,R005,S007,45,250,0.05,10687.5,3206.25,11756.25,11221.875
00572,13-10-2024,20-10-2024,P003,C001,R002,S009,33,1200,0.05,37620,11286,41382,39501
00573,13-10-2024,20-10-2024,P007,C008,R006,S009,17,1200,0,20400,6120,22440,21420
00574,14-10-2024,21-10-2024,P003,C001,R007,S009,78,1200,0.05,88920,26676,97812,93366
00575,14-10-2024,21-10-2024,P007,C006,R002,S002,37,1200,0,44400,13320,48840,46620
00576,15-10-2024,22-10-2024,P006,C003,R010,S009,10,250,0.05,2375,712.5,2612.5,2493.75
00577,15-10-2024,22-10-2024,P007,C003,R009,S009,16,500,0.05,7600,2280,8360,7980
00578,16-10-2024,23-10-2024,P003,C005,R006,S008,16,3200,0.1,46080,13824,50688,48384
00579,16-10-2024,23-10-2024,P006,C008,R002,S010,50,4500,0.1,202500,60750,222750,212625
00580,17-10-2024,24-10-2024,P003,C005,R007,S005,96,4500,0.15,367200,110160,403920,385560
00581,17-10-2024,24-10-2024,P009,C004,R005,S004,67,3200,0,214400,64320,235840,225120
00582,18-10-2024,25-10-2024,P002,C001,R006,S001,29,4500,0,130500,39150,143550,137025
00583,18-10-2024,25-10-2024,P004,C008,R010,S008,69,3200,0.05,209760,62928,230736,220248
00584,19-10-2024,26-10-2024,P005,C008,R004,S007,74,250,0.1,16650,4995,18315,17482.5
00585,19-10-2024,26-10-2024,P005,C009,R009,S007,95,4500,0.05,406125,121837.5,446737.5,426431.25
00586,20-10-2024,27-10-2024,P010,C003,R003,S007,58,250,0,14500,4350,15950,15225
00587,20-10-2024,27-10-2024,P003,C007,R010,S007,43,500,0.1,19350,5805,21285,20317.5
00588,21-10-2024,28-10-2024,P001,C008,R001,S004,88,500,0,44000,13200,48400,46200
00589,21-10-2024,28-10-2024,P003,C010,R004,S007,86,1200,0,103200,30960,113520,108360
00590,22-10-2024,29-10-2024,P009,C004,R007,S001,13,4500,0.05,55575,16672.5,61132.5,58353.75
00591,22-10-2024,29-10-2024,P002,C006,R004,S005,54,1200,0.1,58320,17496,64152,61236
00592,23-10-2024,30-10-2024,P002,C002,R006,S003,57,250,0,14250,4275,15675,14962.5
00593,23-10-2024,30-10-2024,P007,C001,R009,S001,49,500,0,24500,7350,26950,25725
00594,24-10-2024,31-10-2024,P006,C009,R001,S005,46,4500,0.1,186300,55890,204930,195615
00595,24-10-2024,31-10-2024,P005,C005,R002,S006,45,500,0.15,19125,5737.5,21037.5,20081.25
00596,25-10-2024,01-11-2024,P003,C002,R004,S009,93,250,0.1,20925,6277.5,23017.5,21971.25
00597,25-10-2024,01-11-2024,P008,C004,R008,S010,96,3200,0.1,276480,82944,304128,290304
00598,26-10-2024,02-11-2024,P005,C010,R005,S006,88,250,0.1,19800,5940,21780,20790
00599,26-10-2024,02-11-2024,P008,C006,R006,S003,37,1200,0.1,39960,11988,43956,41958
00600,27-10-2024,03-11-2024,P009,C009,R001,S009,77,250,0.1,17325,5197.5,19057.5,18191.25
00601,27-10-2024,03-11-2024,P007,C001,R002,S006,54,4500,0.1,218700,65610,240570,229635
00602,28-10-2024,04-11-2024,P003,C003,R004,S002,79,500,0.05,37525,11257.5,41277.5,39401.25
00603,28-10-2024,04-11-2024,P001,C010,R003,S008,100,3200,0.15,272000,81600,299200,285600
00604,29-10-2024,05-11-2024,P004,C007,R005,S002,31,4500,0.05,132525,39757.5,145777.5,139151.25
00605,29-10-2024,05-11-2024,P010,C001,R006,S004,14,1200,0,16800,5040,18480,17640
00606,30-10-2024,06-11-2024,P010,C006,R008,S010,73,3200,0.1,210240,63072,231264,220752
00607,30-10-2024,06-11-2024,P002,C005,R006,S005,49,3200,0,156800,47040,172480,164640
00608,31-10-2024,07-11-2024,P007,C003,R009,S007,7,4500,0.05,29925,8977.5,32917.5,31421.25
00609,31-10-2024,07-11-2024,P006,C006,R003,S009,28,3200,0.05,85120,25536,93632,89376
00610,01-11-2024,08-11-2024,P001,C007,R008,S006,56,1200,0.05,63840,19152,70224,67032
00611,01-11-2024,08-11-2024,P001,C007,R001,S005,52,3200,0,166400,49920,183040,174720
00612,02-11-2024,09-11-2024,P002,C001,R003,S007,92,250,0.05,21850,6555,24035,22942.5
00613,02-11-2024,09-11-2024,P003,C008,R006,S006,18,500,0.05,8550,2565,9405,8977.5
00614,03-11-2024,10-11-2024,P001,C005,R007,S003,48,500,0.15,20400,6120,22440,21420
00615,03-11-2024,10-11-2024,P005,C005,R004,S004,20,250,0.1,4500,1350,4950,4725
00616,04-11-2024,11-11-2024,P007,C008,R009,S009,88,4500,0.1,356400,106920,392040,374220
00617,04-11-2024,11-11-2024,P010,C004,R008,S003,30,250,0,7500,2250,8250,7875
00618,05-11-2024,12-11-2024,P004,C001,R002,S004,73,4500,0,328500,98550,361350,344925
00619,05-11-2024,12-11-2024,P007,C005,R004,S009,99,1200,0.1,106920,32076,117612,112266
00620,06-11-2024,13-11-2024,P010,C007,R001,S008,47,4500,0.1,190350,57105,209385,199867.5
00621,06-11-2024,13-11-2024,P002,C004,R009,S003,22,1200,0.15,22440,6732,24684,23562
00622,07-11-2024,14-11-2024,P006,C002,R008,S007,27,3200,0,86400,25920,95040,90720
00623,07-11-2024,14-11-2024,P010,C004,R006,S002,81,4500,0.1,328050,98415,360855,344452.5
00624,08-11-2024,15-11-2024,P007,C010,R007,S005,38,250,0.15,8075,2422.5,8882.5,8478.75
00625,08-11-2024,15-11-2024,P006,C004,R003,S004,71,3200,0,227200,68160,249920,238560
00626,09-11-2024,16-11-2024,P007,C007,R007,S006,52,500,0.15,22100,6630,24310,23205
00627,09-11-2024,16-11-2024,P009,C009,R010,S010,99,4500,0.1,400950,120285,441045,420997.5
00628,10-11-2024,17-11-2024,P001,C010,R002,S007,56,4500,0.15,214200,64260,235620,224910
00629,10-11-2024,17-11-2024,P001,C005,R007,S003,74,4500,0.15,283050,84915,311355,297202.5
00630,11-11-2024,18-11-2024,P002,C001,R005,S003,86,3200,0,275200,82560,302720,288960
00631,11-11-2024,18-11-2024,P003,C009,R008,S003,53,3200,0.05,161120,48336,177232,169176
00632,12-11-2024,19-11-2024,P010,C002,R009,S009,48,4500,0.1,194400,58320,213840,204120
00633,12-11-2024,19-11-2024,P010,C001,R010,S002,28,1200,0.05,31920,9576,35112,33516
00634,13-11-2024,20-11-2024,P009,C009,R002,S007,10,250,0,2500,750,2750,2625
00635,13-11-2024,20-11-2024,P007,C009,R006,S003,27,500,0.1,12150,3645,13365,12757.5
00636,14-11-2024,21-11-2024,P006,C009,R001,S005,25,4500,0.1,101250,30375,111375,106312.5
00637,14-11-2024,21-11-2024,P010,C003,R005,S008,48,4500,0.1,194400,58320,213840,204120
00638,15-11-2024,22-11-2024,P004,C007,R007,S003,18,500,0.05,8550,2565,9405,8977.5
00639,15-11-2024,22-11-2024,P008,C007,R002,S007,79,3200,0.05,240160,72048,264176,252168
00640,16-11-2024,23-11-2024,P009,C010,R004,S007,5,1200,0,6000,1800,6600,6300
00641,16-11-2024,23-11-2024,P005,C002,R001,S001,84,1200,0.1,90720,27216,99792,95256
00642,17-11-2024,24-11-2024,P008,C007,R001,S002,88,250,0.05,20900,6270,22990,21945
00643,17-11-2024,24-11-2024,P003,C010,R001,S004,25,500,0.05,11875,3562.5,13062.5,12468.75
00644,18-11-2024,25-11-2024,P006,C001,R005,S001,76,250,0.15,16150,4845,17765,16957.5
00645,18-11-2024,25-11-2024,P002,C005,R010,S009,89,1200,0.05,101460,30438,111606,106533
00646,19-11-2024,26-11-2024,P006,C007,R005,S001,59,4500,0.15,225675,67702.5,248242.5,236958.75
00647,19-11-2024,26-11-2024,P010,C005,R008,S005,78,1200,0.05,88920,26676,97812,93366
00648,20-11-2024,27-11-2024,P006,C001,R008,S007,25,3200,0.15,68000,20400,74800,71400
00649,20-11-2024,27-11-2024,P008,C002,R004,S002,52,250,0,13000,3900,14300,13650
00650,21-11-2024,28-11-2024,P008,C004,R007,S008,30,500,0,15000,4500,16500,15750
00651,21-11-2024,28-11-2024,P009,C001,R010,S009,97,1200,0.15,98940,29682,108834,103887
00652,22-11-2024,29-11-2024,P003,C009,R004,S006,13,1200,0.15,13260,3978,14586,13923
00653,22-11-2024,29-11-2024,P001,C003,R001,S002,67,500,0.1,30150,9045,33165,31657.5
00654,23-11-2024,30-11-2024,P007,C004,R003,S006,49,1200,0.1,52920,15876,58212,55566
00655,23-11-2024,30-11-2024,P010,C003,R009,S004,34,4500,0,153000,45900,168300,160650
00656,24-11-2024,01-12-2024,P009,C009,R005,S006,49,1200,0.05,55860,16758,61446,58653
00657,24-11-2024,01-12-2024,P001,C002,R010,S008,34,4500,0.15,130050,39015,143055,136552.5
00658,25-11-2024,02-12-2024,P002,C006,R002,S010,67,3200,0.05,203680,61104,224048,213864
00659,25-11-2024,02-12-2024,P008,C009,R006,S005,36,1200,0.15,36720,11016,40392,38556
00660,26-11-2024,03-12-2024,P007,C001,R003,S001,52,250,0.15,11050,3315,12155,11602.5
00661,26-11-2024,03-12-2024,P010,C003,R002,S010,40,4500,0.15,153000,45900,168300,160650
00662,27-11-2024,04-12-2024,P003,C005,R006,S005,41,500,0.15,17425,5227.5,19167.5,18296.25
00663,27-11-2024,04-12-2024,P002,C010,R010,S008,36,500,0,18000,5400,19800,18900
00664,28-11-2024,05-12-2024,P005,C003,R004,S009,29,3200,0,92800,27840,102080,97440
00665,28-11-2024,05-12-2024,P003,C008,R002,S008,9,1200,0.1,9720,2916,10692,10206
00666,29-11-2024,06-12-2024,P009,C006,R004,S005,69,3200,0,220800,66240,242880,231840
00667,29-11-2024,06-12-2024,P007,C008,R006,S008,25,3200,0.1,72000,21600,79200,75600
00668,30-11-2024,07-12-2024,P005,C009,R003,S010,75,3200,0.15,204000,61200,224400,214200
00669,30-11-2024,07-12-2024,P008,C009,R006,S006,14,4500,0.05,59850,17955,65835,62842.5
00670,01-12-2024,08-12-2024,P001,C005,R009,S003,87,4500,0.05,371925,111577.5,409117.5,390521.25
00671,01-12-2024,08-12-2024,P007,C004,R006,S005,93,250,0,23250,6975,25575,24412.5
00672,02-12-2024,09-12-2024,P008,C009,R010,S005,79,1200,0,94800,28440,104280,99540
00673,02-12-2024,09-12-2024,P007,C006,R009,S008,82,250,0,20500,6150,22550,21525
00674,03-12-2024,10-12-2024,P005,C006,R008,S005,86,3200,0.15,233920,70176,257312,245616
00675,03-12-2024,10-12-2024,P002,C009,R009,S005,39,500,0.05,18525,5557.5,20377.5,19451.25
00676,04-12-2024,11-12-2024,P010,C004,R007,S010,43,1200,0.05,49020,14706,53922,51471
00677,04-12-2024,11-12-2024,P003,C007,R009,S003,68,4500,0.05,290700,87210,319770,305235
00678,05-12-2024,12-12-2024,P002,C005,R008,S006,82,500,0.1,36900,11070,40590,38745
00679,05-12-2024,12-12-2024,P008,C009,R008,S010,33,1200,0.1,35640,10692,39204,37422
00680,06-12-2024,13-12-2024,P008,C010,R004,S003,17,3200,0.15,46240,13872,50864,48552
00681,06-12-2024,13-12-2024,P005,C004,R001,S001,7,500,0,3500,1050,3850,3675
00682,07-12-2024,14-12-2024,P006,C005,R007,S006,29,250,0.1,6525,1957.5,7177.5,6851.25
00683,07-12-2024,14-12-2024,P002,C010,R005,S001,8,3200,0,25600,7680,28160,26880
00684,08-12-2024,15-12-2024,P005,C010,R008,S008,18,250,0.15,3825,1147.5,4207.5,4016.25
00685,08-12-2024,15-12-2024,P002,C004,R007,S003,92,250,0.1,20700,6210,22770,21735
00686,09-12-2024,16-12-2024,P005,C006,R001,S007,14,250,0,3500,1050,3850,3675
00687,09-12-2024,16-12-2024,P006,C006,R009,S006,94,1200,0.05,107160,32148,117876,112518
00688,10-12-2024,17-12-2024,P009,C003,R010,S005,11,3200,0.1,31680,9504,34848,33264
00689,10-12-2024,17-12-2024,P010,C003,R005,S004,22,3200,0.05,66880,20064,73568,70224
00690,11-12-2024,18-12-2024,P001,C003,R008,S002,95,500,0,47500,14250,52250,49875
00691,11-12-2024,18-12-2024,P001,C008,R007,S001,72,4500,0,324000,97200,356400,340200
00692,12-12-2024,19-12-2024,P010,C010,R008,S001,20,250,0,5000,1500,5500,5250
00693,12-12-2024,19-12-2024,P008,C002,R007,S006,90,1200,0.1,97200,29160,106920,102060
00694,13-12-2024,20-12-2024,P005,C008,R009,S005,86,250,0.15,18275,5482.5,20102.5,19188.75
00695,13-12-2024,20-12-2024,P007,C007,R005,S010,40,250,0,10000,3000,11000,10500
00696,14-12-2024,21-12-2024,P004,C010,R001,S007,75,1200,0.1,81000,24300,89100,85050
00697,14-12-2024,21-12-2024,P008,C010,R009,S004,43,250,0.1,9675,2902.5,10642.5,10158.75
00698,15-12-2024,22-12-2024,P001,C007,R008,S001,90,250,0.1,20250,6075,22275,21262.5
00699,15-12-2024,22-12-2024,P001,C006,R009,S001,67,4500,0,301500,90450,331650,316575
00700,16-12-2024,23-12-2024,P005,C009,R007,S009,67,250,0.1,15075,4522.5,16582.5,15828.75
00701,16-12-2024,23-12-2024,P007,C003,R004,S004,27,3200,0,86400,25920,95040,90720
00702,17-12-2024,24-12-2024,P006,C006,R009,S007,95,250,0,23750,7125,26125,24937.5
00703,17-12-2024,24-12-2024,P007,C003,R010,S003,78,250,0.15,16575,4972.5,18232.5,17403.75
00704,18-12-2024,25-12-2024,P008,C005,R007,S010,23,4500,0.1,93150,27945,102465,97807.5
00705,18-12-2024,25-12-2024,P009,C001,R005,S006,95,1200,0,114000,34200,125400,119700
00706,19-12-2024,26-12-2024,P008,C010,R008,S009,72,500,0.15,30600,9180,33660,32130
00707,19-12-2024,26-12-2024,P002,C008,R010,S001,90,4500,0.15,344250,103275,378675,361462.5
00708,20-12-2024,27-12-2024,P002,C001,R003,S001,83,250,0.05,19712.5,5913.75,21683.75,20698.125
00709,20-12-2024,27-12-2024,P004,C008,R002,S003,56,500,0,28000,8400,30800,29400
00710,21-12-2024,28-12-2024,P004,C006,R008,S010,65,500,0,32500,9750,35750,34125
00711,21-12-2024,28-12-2024,P005,C002,R004,S002,45,4500,0,202500,60750,222750,212625
00712,22-12-2024,29-12-2024,P004,C009,R010,S004,68,3200,0.1,195840,58752,215424,205632
00713,22-12-2024,29-12-2024,P008,C010,R003,S009,66,4500,0.15,252450,75735,277695,265072.5
00714,23-12-2024,30-12-2024,P003,C006,R010,S007,65,500,0.05,30875,9262.5,33962.5,32418.75
00715,23-12-2024,30-12-2024,P004,C009,R008,S004,15,1200,0,18000,5400,19800,18900
00716,24-12-2024,31-12-2024,P001,C004,R002,S004,83,4500,0.05,354825,106447.5,390307.5,372566.25
00717,24-12-2024,31-12-2024,P010,C004,R001,S004,23,250,0,5750,1725,6325,6037.5
00718,25-12-2024,01-01-2025,P003,C007,R006,S006,94,3200,0.1,270720,81216,297792,284256
00719,25-12-2024,01-01-2025,P007,C007,R009,S007,32,1200,0,38400,11520,42240,40320
00720,26-12-2024,02-01-2025,P002,C005,R001,S010,74,3200,0.1,213120,63936,234432,223776
00721,26-12-2024,02-01-2025,P006,C006,R003,S005,32,3200,0,102400,30720,112640,107520
00722,27-12-2024,03-01-2025,P006,C002,R003,S010,24,1200,0.1,25920,7776,28512,27216
00723,27-12-2024,03-01-2025,P009,C004,R010,S001,36,3200,0.05,109440,32832,120384,114912
00724,28-12-2024,04-01-2025,P008,C006,R005,S010,74,3200,0.05,224960,67488,247456,236208
00725,28-12-2024,04-01-2025,P002,C010,R009,S009,78,1200,0,93600,28080,102960,98280
00726,29-12-2024,05-01-2025,P001,C009,R009,S007,88,1200,0,105600,31680,116160,110880
00727,29-12-2024,05-01-2025,P010,C007,R009,S001,8,1200,0.15,8160,2448,8976,8568
00728,30-12-2024,06-01-2025,P003,C007,R007,S005,62,4500,0.15,237150,71145,260865,249007.5
00729,30-12-2024,06-01-2025,P006,C008,R006,S007,26,500,0.1,11700,3510,12870,12285
00730,31-12-2024,07-01-2025,P010,C003,R008,S003,50,3200,0,160000,48000,176000,168000
00731,31-12-2024,07-01-2025,P010,C007,R005,S005,37,1200,0,44400,13320,48840,46620
00732,01-01-2025,08-01-2025,P010,C008,R004,S007,50,500,0.05,23750,7125,26125,24937.5
00733,01-01-2025,08-01-2025,P002,C005,R001,S007,96,500,0.1,43200,12960,47520,45360
00734,02-01-2025,09-01-2025,P010,C001,R004,S009,56,1200,0,67200,20160,73920,70560
00735,02-01-2025,09-01-2025,P005,C004,R006,S002,53,4500,0.1,214650,64395,236115,225382.5
00736,03-01-2025,10-01-2025,P010,C010,R002,S008,72,500,0.15,30600,9180,33660,32130
00737,03-01-2025,10-01-2025,P007,C009,R008,S010,69,500,0.1,31050,9315,34155,32602.5
00738,04-01-2025,11-01-2025,P009,C010,R002,S004,76,1200,0.1,82080,24624,90288,86184
00739,04-01-2025,11-01-2025,P001,C010,R006,S003,87,500,0.15,36975,11092.5,40672.5,38823.75
00740,05-01-2025,12-01-2025,P009,C004,R007,S008,80,4500,0.1,324000,97200,356400,340200
00741,05-01-2025,12-01-2025,P006,C009,R006,S005,67,4500,0,301500,90450,331650,316575
00742,06-01-2025,13-01-2025,P004,C002,R004,S002,39,4500,0.05,166725,50017.5,183397.5,175061.25
00743,06-01-2025,13-01-2025,P003,C004,R006,S009,11,250,0.1,2475,742.5,2722.5,2598.75
00744,07-01-2025,14-01-2025,P005,C010,R004,S007,64,250,0.05,15200,4560,16720,15960
00745,07-01-2025,14-01-2025,P009,C007,R002,S010,65,4500,0.1,263250,78975,289575,276412.5
00746,08-01-2025,15-01-2025,P004,C003,R007,S007,31,250,0,7750,2325,8525,8137.5
00747,08-01-2025,15-01-2025,P009,C004,R008,S001,71,250,0,17750,5325,19525,18637.5
00748,09-01-2025,16-01-2025,P001,C010,R006,S009,6,250,0.05,1425,427.5,1567.5,1496.25
00749,09-01-2025,16-01-2025,P004,C002,R006,S003,80,3200,0.15,217600,65280,239360,228480
00750,10-01-2025,17-01-2025,P010,C003,R005,S008,49,1200,0,58800,17640,64680,61740
00751,10-01-2025,17-01-2025,P003,C001,R007,S005,39,1200,0.15,39780,11934,43758,41769
00752,11-01-2025,18-01-2025,P006,C001,R007,S006,43,3200,0.15,116960,35088,128656,122808
00753,11-01-2025,18-01-2025,P007,C004,R003,S007,64,250,0.05,15200,4560,16720,15960
00754,12-01-2025,19-01-2025,P007,C009,R007,S001,65,1200,0.05,74100,22230,81510,77805
00755,12-01-2025,19-01-2025,P009,C001,R009,S002,78,4500,0.1,315900,94770,347490,331695
00756,13-01-2025,20-01-2025,P004,C008,R005,S002,58,3200,0.15,157760,47328,173536,165648
00757,13-01-2025,20-01-2025,P009,C002,R009,S003,88,250,0.05,20900,6270,22990,21945
00758,14-01-2025,21-01-2025,P001,C009,R007,S008,20,4500,0.05,85500,25650,94050,89775
00759,14-01-2025,21-01-2025,P007,C001,R008,S008,91,250,0.05,21612.5,6483.75,23773.75,22693.125
00760,15-01-2025,22-01-2025,P006,C009,R008,S001,66,500,0.05,31350,9405,34485,32917.5
00761,15-01-2025,22-01-2025,P004,C001,R003,S005,25,500,0.1,11250,3375,12375,11812.5
00762,16-01-2025,23-01-2025,P010,C009,R004,S010,23,500,0.05,10925,3277.5,12017.5,11471.25
00763,16-01-2025,23-01-2025,P007,C001,R001,S006,51,250,0,12750,3825,14025,13387.5
00764,17-01-2025,24-01-2025,P010,C007,R001,S003,95,250,0.1,21375,6412.5,23512.5,22443.75
00765,17-01-2025,24-01-2025,P008,C006,R008,S001,66,1200,0.05,75240,22572,82764,79002
00766,18-01-2025,25-01-2025,P003,C003,R001,S008,56,500,0.05,26600,7980,29260,27930
00767,18-01-2025,25-01-2025,P007,C007,R005,S005,57,500,0.1,25650,7695,28215,26932.5
00768,19-01-2025,26-01-2025,P007,C007,R009,S009,29,4500,0.05,123975,37192.5,136372.5,130173.75
00769,19-01-2025,26-01-2025,P007,C009,R002,S003,54,4500,0.05,230850,69255,253935,242392.5
00770,20-01-2025,27-01-2025,P008,C007,R004,S002,38,1200,0.15,38760,11628,42636,40698
00771,20-01-2025,27-01-2025,P009,C008,R003,S004,43,500,0,21500,6450,23650,22575
00772,21-01-2025,28-01-2025,P007,C005,R009,S004,87,250,0,21750,6525,23925,22837.5
00773,21-01-2025,28-01-2025,P005,C008,R003,S004,86,3200,0.1,247680,74304,272448,260064
00774,22-01-2025,29-01-2025,P010,C006,R009,S004,27,4500,0,121500,36450,133650,127575
00775,22-01-2025,29-01-2025,P004,C008,R001,S002,10,3200,0.05,30400,9120,33440,31920
00776,23-01-2025,30-01-2025,P001,C004,R010,S006,42,1200,0.1,45360,13608,49896,47628
00777,23-01-2025,30-01-2025,P008,C007,R006,S004,71,3200,0,227200,68160,249920,238560
00778,24-01-2025,31-01-2025,P008,C001,R006,S006,40,1200,0.15,40800,12240,44880,42840
00779,24-01-2025,31-01-2025,P009,C010,R004,S005,22,1200,0,26400,7920,29040,27720
00780,25-01-2025,01-02-2025,P009,C003,R003,S010,15,250,0.05,3562.5,1068.75,3918.75,3740.625
00781,25-01-2025,01-02-2025,P001,C006,R001,S008,51,3200,0,163200,48960,179520,171360
00782,26-01-2025,02-02-2025,P001,C005,R010,S002,65,4500,0.15,248625,74587.5,273487.5,261056.25
00783,26-01-2025,02-02-2025,P009,C004,R009,S002,30,1200,0.1,32400,9720,35640,34020
00784,27-01-2025,03-02-2025,P006,C001,R010,S007,21,3200,0.1,60480,18144,66528,63504
00785,27-01-2025,03-02-2025,P001,C005,R007,S009,12,3200,0,38400,11520,42240,40320
00786,28-01-2025,04-02-2025,P008,C004,R005,S001,34,250,0.15,7225,2167.5,7947.5,7586.25
00787,28-01-2025,04-02-2025,P002,C004,R005,S002,42,3200,0.05,127680,38304,140448,134064
00788,29-01-2025,05-02-2025,P003,C005,R005,S004,15,250,0,3750,1125,4125,3937.5
00789,29-01-2025,05-02-2025,P007,C004,R001,S010,80,4500,0.1,324000,97200,356400,340200
00790,30-01-2025,06-02-2025,P009,C004,R003,S004,35,500,0.1,15750,4725,17325,16537.5
00791,30-01-2025,06-02-2025,P002,C002,R001,S009,71,4500,0,319500,95850,351450,335475
00792,31-01-2025,07-02-2025,P008,C005,R006,S002,28,3200,0.05,85120,25536,93632,89376
00793,31-01-2025,07-02-2025,P010,C004,R010,S008,7,250,0.05,1662.5,498.75,1828.75,1745.625
00794,01-02-2025,08-02-2025,P010,C007,R009,S008,27,1200,0.05,30780,9234,33858,32319
00795,01-02-2025,08-02-2025,P004,C008,R006,S003,22,3200,0.1,63360,19008,69696,66528
00796,02-02-2025,09-02-2025,P003,C002,R009,S001,61,500,0,30500,9150,33550,32025
00797,02-02-2025,09-02-2025,P007,C005,R008,S001,42,250,0.1,9450,2835,10395,9922.5
00798,03-02-2025,10-02-2025,P009,C010,R002,S006,29,3200,0.15,78880,23664,86768,82824
00799,03-02-2025,10-02-2025,P010,C007,R004,S003,55,1200,0.1,59400,17820,65340,62370
00800,04-02-2025,11-02-2025,P008,C005,R010,S005,73,250,0.05,17337.5,5201.25,19071.25,18204.375
00801,04-02-2025,11-02-2025,P007,C008,R006,S010,21,4500,0.1,85050,25515,93555,89302.5
00802,05-02-2025,12-02-2025,P008,C001,R006,S001,100,4500,0.1,405000,121500,445500,425250
00803,05-02-2025,12-02-2025,P007,C003,R003,S009,22,250,0.05,5225,1567.5,5747.5,5486.25
00804,06-02-2025,13-02-2025,P008,C007,R006,S002,95,1200,0.1,102600,30780,112860,107730
00805,06-02-2025,13-02-2025,P007,C001,R005,S002,45,4500,0.1,182250,54675,200475,191362.5
00806,07-02-2025,14-02-2025,P007,C003,R005,S003,16,500,0.15,6800,2040,7480,7140
00807,07-02-2025,14-02-2025,P006,C010,R004,S003,25,250,0,6250,1875,6875,6562.5
00808,08-02-2025,15-02-2025,P005,C001,R009,S008,91,1200,0.1,98280,29484,108108,103194
00809,08-02-2025,15-02-2025,P002,C003,R006,S009,11,500,0.15,4675,1402.5,5142.5,4908.75
00810,09-02-2025,16-02-2025,P010,C005,R010,S006,45,1200,0.05,51300,15390,56430,53865
00811,09-02-2025,16-02-2025,P010,C005,R007,S003,49,3200,0.1,141120,42336,155232,148176
00812,10-02-2025,17-02-2025,P007,C002,R010,S008,32,4500,0.1,129600,38880,142560,136080
00813,10-02-2025,17-02-2025,P003,C007,R009,S010,52,3200,0,166400,49920,183040,174720
00814,11-02-2025,18-02-2025,P009,C010,R009,S003,59,500,0.15,25075,7522.5,27582.5,26328.75
00815,11-02-2025,18-02-2025,P001,C003,R003,S007,79,500,0.15,33575,10072.5,36932.5,35253.75
00816,12-02-2025,19-02-2025,P007,C007,R002,S008,98,1200,0.15,99960,29988,109956,104958
00817,12-02-2025,19-02-2025,P003,C005,R008,S005,54,250,0.1,12150,3645,13365,12757.5
00818,13-02-2025,20-02-2025,P008,C002,R008,S003,59,250,0,14750,4425,16225,15487.5
